URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://www.saude.gov.br/fhir/r4/ValueSet/BRCID10-1.0,1.0.0-release,active,,BRCID10,Classificação Internacional de Doenças - Décima Revisão - CID-10 (ValueSet),"Classificação Internacional de Doenças - Décima Revisão (CID-10)",,"Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRCategoriaDiagnostico,1.0.0-release,active,,BRCategoriaDiagnostico,Categoria do Diagnóstico (ValueSet),"ValueSet utilizado para definir o tipo de categoria do diagnóstico realizado.",,"Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRCondicaoMaternal-1.0,1.0.0-release,active,,BRCondicaoMaternal,Condição Maternal (ValueSet),"ValueSet utilizado para Indicar a condição maternal da pessoa vacinada.",,"Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRDose-1.0,1.0.0-release,active,,BRDose,Dose do Imunobiológico,"ValueSet utilizado para definir o tipo da dose administrada no indivíduo.",,"Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BREstadoEvento-1.0,1.0.0-release,active,,BREstadoEvento,Estado do Evento,"Identificação do estado de um evento.",,"hl7.fhir.r4.core"
http://www.saude.gov.br/fhir/r4/ValueSet/BREstadoResolucaoDiagnosticoProblema-1.0,1.0.0-release,active,,BREstadoResolucaoDiagnosticoProblema,Estado da Resolução de Diagnóstico ou Problema,"Estado da resolução de um diagnóstico ou problema.",,"THO"
http://www.saude.gov.br/fhir/r4/ValueSet/BREstrategiaVacinacao-1.0,1.0.0-release,active,,BREstrategiaVacinacao,Estratégia de Vacinação (ValueSet),"Identifica a estratégia de vacinação adotada.",,"Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRFabricanteImunobiologico-1.0,1.0.0-release,active,,BRFabricanteImunobiologico,Fabricante do Imunobiológico (ValueSet),"Fabricante do imunobiológico administrado",,"Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRGrupoAtendimento-1.0,1.0.0-release,active,,BRGrupoAtendimento,Tipo de grupo de atendimento (ValueSet),"Identifica o tipo de grupo de atendimento que o indivíduo apresentou para a vacinação em campanha.",,"Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRImunobiologico-1.0,1.0.0-release,active,,BRImunobiologico,Imunobiológico (ValueSet),"Tipos de imunobiológicos disponíveis no Brasil.",,"Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRLocalAplicacao-1.0,1.0.0-release,active,,BRLocalAplicacao,Local de Aplicação (ValueSet),"Localização anatômica para aplicação de um injetável.",,"Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BROcupacao-1.0,1.0.0-release,active,,BROcupacao,Classificação Brasileira de Ocupações - CBO (ValueSet),"Classifica as profissões do mercado de trabalho brasileiro.",,"Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRPais-1.0,1.0.0-release,active,,BRPais,País (ValueSet),"Códigos para representação de países.",,"Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRRegistroOrigem,1.0.0-release,active,,BRRegistroOrigem,Registro de Origem (ValueSet),"Códigos para representação da Origem do Registro de Imunobiológico.",,"Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRTipoDocumento-1.0,1.0.0-release,active,,BRTipoDocumento,Tipo de Documento (ValueSet),"Classifica o tipo de documento que está sendo trafegado.",,"Internal"
http://www.saude.gov.br/fhir/r4/ValueSet/BRViaAdministracao-1.0,1.0.0-release,active,,BRViaAdministracao,Via de Administração do Imunobiológico,"Via de administração de um imunobiológico.",,"Internal"
